소재지전체주소,도로명전체주소,사업장명,위도,경도,업태구분명,kakao_star,kakao_star_nums,kakao_blog_review
회기동,"서울특별시 동대문구 답십리로 152, 1층 (답십리동)",참말로좋수닭,37.5726988,127.056877,치킨,4.5,6,3
강서구,서울특별시 도봉구 노해로63다길 6 (창동),또래오래,37.6532151,127.046812,치킨,4,2,0
강동구,서울특별시 도봉구 도봉산4길 10-3 (도봉동),발리,37.6880074,127.0426409,치킨,5,1,4
마포구,서울특별시 동작구 상도로15길 143 (상도동),비스트로 물,37.505113,126.9387861,치킨,3.7,3,6
관악구,서울특별시 금천구 독산로 56 (시흥동),제이에스푸드,37.4523798,126.9062441,치킨,0,0,0
행당동,"서울특별시 동대문구 휘경로 7-1, 2,3층 (이문동)",무지개맥주 왕십리점,37.5962373,127.0611754,치킨,5,1,17
숭인동,"서울특별시 노원구 상계로37길 2, 2구역 15블럭 16롯트 1층 (상계동)",돈치킨 숭인점,37.6705574,127.0790597,치킨,0,0,1
구로구,서울특별시 동작구 동작대로25길 51 (사당동),공단호프,37.4850768,126.9798976,치킨,3,2,19
송파구,"서울특별시 노원구 한글비석로 571, 상가119동 (상계동,주공(아))",엔 칙스 잠실 삼전점,37.664176,127.0546229,치킨,5,1,0
광진구,서울특별시 동작구 노량진로8길 16 (노량진동),비비큐,37.5127062,126.936227,치킨,1,1,0
강남구,"서울특별시 도봉구 방학로 212-22, 지상1층 (방학동)",핫썬치킨대치점,37.6627796,127.0288564,치킨,0,0,0
구로동,서울특별시 도봉구 시루봉로 68 (쌍문동),에나멜,37.6568311,127.0282448,치킨,0,0,0
응암동,"서울특별시 금천구 독산로 84, 지상1층 (시흥동)",참맛옛날통닭,37.4547783,126.9061711,치킨,0,0,2
잠실동,"서울특별시 동작구 남부순환로269길 9 (사당동, 1층)",ALONE PIZZA,37.4773232,126.9783015,치킨,5,2,4
신사동,"서울특별시 금천구 가산디지털2로 108 (가산동, 뉴티캐슬 101호)",마루,37.4778951,126.8806602,치킨,0,0,0
도봉구,"서울특별시 동대문구 사가정로 148, 스포츠센터 141동 1층 109호, 110호, 111호, 112호, 113호 (전농동, 전농 SK아파트)",대세노가리,37.5769111,127.0605491,치킨,0,0,0
강남구,"서울특별시 도봉구 노해로41길 9, 1층 (쌍문동)",현정숯불바베큐,37.6492509,127.0267038,치킨,0,0,5
목동,"서울특별시 금천구 범안로12길 29, 지상1층 (독산동)",닥터스,37.4652663,126.8920541,치킨,5,1,0
봉천동,"서울특별시 동대문구 전농로14길 47, 1층 (전농동)",비에이치씨치킨,37.5753592,127.0587762,치킨,3.5,11,8
마포구,서울특별시 동작구 동작대로7길 11 (사당동),아루감,37.4798115,126.98085,치킨,4.2,16,36
응봉동,"서울특별시 금천구 범안로 1232, 지상1층 (독산동)",치킨주막,37.4663609,126.8987265,치킨,0,0,0
구로동,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 지상2층 207호 (가산동)",만남호프,37.4807624,126.8806788,치킨,0,0,0
종로구,"서울특별시 금천구 두산로 50 (독산동, 지상1층)",둘둘치킨,37.4701873,126.8934864,치킨,3,1,3
관철동,"서울특별시 금천구 가산디지털2로 136, 지상1층 105호 (가산동, 승일벤처타워)",영구비어,37.4801229,126.8799403,치킨,4,1,0
도곡동,"서울특별시 노원구 한글비석로31길 4, 1층 상가 일부호 (상계동)",꿍닭꿍닭,37.6615318,127.0702088,치킨,4.5,4,5
중랑구,"서울특별시 동작구 노량진로14가길 16, 2층 (노량진동)",윤호프,37.5125913,126.9434827,치킨,0,0,0
양재동,"서울특별시 금천구 시흥대로 432, 지상2층 (독산동)",Plan B,37.4721346,126.8986068,치킨,3,1,4
노원구,"서울특별시 도봉구 도봉로181길 38, 1층 (도봉동)",만취,37.6844066,127.0437992,치킨,5,4,15
강북구,"서울특별시 동대문구 이문로28길 16 (이문동,(이문로 104-9))",다오시오,37.5955026,127.0605757,치킨,5,1,0
상도1동,"서울특별시 금천구 독산로 180, 지상2층 (독산동)",상도맥주,37.4633824,126.903911,치킨,2.3,3,6
